name	type	units	sampling_frequency	description	low_cutoff	high_cutoff	notch	software_filters	status	status_description
E37	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E38	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E39	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E40	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E41	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E42	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E43	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E44	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E45	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E46	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E47	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E48	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E49	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E50	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E51	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E52	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E53	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E54	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E55	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E56	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E57	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E58	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E59	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E60	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E61	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E62	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E63	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E64	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E65	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E66	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E67	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E68	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E69	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E70	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E71	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E72	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E73	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E74	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E75	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E76	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E77	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E78	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E79	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E80	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E81	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E82	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E83	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E84	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E85	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E86	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E87	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E88	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E89	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E90	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E91	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E92	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E93	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E94	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E95	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E96	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E97	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E98	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E99	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E100	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E101	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E102	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E103	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E104	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E105	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E106	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E107	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E108	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E109	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E110	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E111	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E112	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E113	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E114	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E115	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E116	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E117	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E118	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E119	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E120	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E121	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E122	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E123	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E124	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E125	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E126	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E127	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E128	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E129	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E130	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E131	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E132	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E133	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E134	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E135	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E136	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E137	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E138	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E139	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E140	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E141	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E142	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E143	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E144	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E145	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E146	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E147	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E148	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E149	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E150	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E151	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E152	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E153	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E154	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E155	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E156	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E157	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E158	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E159	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E160	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E161	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E162	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E163	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E164	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E165	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E166	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E167	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E168	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E169	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E170	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E171	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E172	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E173	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E174	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E175	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E176	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E177	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E178	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E179	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E180	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E181	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E182	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E183	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E184	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E185	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E186	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E187	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E188	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E189	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E190	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E191	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E192	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E193	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E194	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E195	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E196	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E197	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E198	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E199	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E200	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E201	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E202	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E203	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E204	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E205	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E206	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E207	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E208	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E209	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E210	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E211	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E212	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E213	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E214	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E215	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E216	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E217	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E218	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E219	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E220	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E221	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E222	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E223	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E224	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E225	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E226	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E227	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E228	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E229	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E230	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E231	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E232	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E233	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E234	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E235	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E236	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E237	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E238	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E239	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E240	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E241	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E242	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E243	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E244	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E245	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E246	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E247	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E248	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E249	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E250	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E251	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E252	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E253	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E254	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E255	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E256	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
E257	eeg	microV	1000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
